id,pickupdate,returndate,customerid,vehicleid
3173,2020-04-13,2020-04-13,13933,36764
3174,2020-04-13,2020-04-13,15721,23812
3175,2020-04-13,2020-04-13,4339,35992
3176,2020-04-13,2020-04-13,29499,11833
3177,2020-04-13,2020-04-13,24770,3874
3178,2020-04-13,2020-04-13,6373,49103
3179,2020-04-13,2020-04-13,5363,50988
3180,2020-04-13,2020-04-13,6172,8974
3181,2020-04-13,2020-04-13,30268,37997
3182,2020-04-13,2020-04-13,22352,13309
3183,2020-04-13,2020-04-13,18788,9734
3184,2020-04-13,2020-04-13,31244,9659
3185,2020-04-13,2020-04-13,16341,13938
3186,2020-04-13,2020-04-13,15617,43578
3187,2020-04-13,2020-04-13,1399,34197
3188,2020-04-13,2020-04-13,16673,18167
3189,2020-04-13,2020-04-13,8060,20533
3190,2020-04-13,2020-04-13,8374,5315
3191,2020-04-13,2020-04-13,11460,42665
3192,2020-04-13,2020-04-13,28641,4911
3193,2020-04-13,2020-04-13,22061,46399
3194,2020-04-13,2020-04-13,28913,18632
3195,2020-04-13,2020-04-13,9659,29595
3196,2020-04-13,2020-04-13,7820,1412
3197,2020-04-13,2020-04-13,27549,1993
3198,2020-04-13,2020-04-13,23253,21768
3199,2020-04-13,2020-04-13,7835,33218
3200,2020-04-13,2020-04-13,20307,23305
3201,2020-04-13,2020-04-13,10007,9742
3202,2020-04-13,2020-04-13,6696,23459
3203,2020-04-13,2020-04-13,9242,20286
3204,2020-04-13,2020-04-13,6667,7259
3205,2020-04-13,2020-04-13,26385,41113
3206,2020-04-13,2020-04-13,6654,1089
3207,2020-04-13,2020-04-13,31278,19798
3208,2020-04-13,2020-04-13,12862,13943
3209,2020-04-13,2020-04-13,4978,22333
3210,2020-04-13,2020-04-13,26799,11019
3211,2020-04-13,2020-04-13,6119,12128
3212,2020-04-13,2020-04-13,16392,36890
3213,2020-04-13,2020-04-13,15642,17548
3214,2020-04-13,2020-04-13,15155,25058
3215,2020-04-13,2020-04-13,9436,3617
3216,2020-04-13,2020-04-13,8523,818
3217,2020-04-13,2020-04-13,20050,18356
3218,2020-04-13,2020-04-13,11094,23369
3219,2020-04-13,2020-04-13,4999,34442
3220,2020-04-13,2020-04-13,8751,9685
3221,2020-04-13,2020-04-13,3282,46652
3222,2020-04-13,2020-04-13,18972,44869
3223,2020-04-13,2020-04-13,19451,30703
3224,2020-04-13,2020-04-13,13027,11879
3225,2020-04-13,2020-04-13,3631,8547
3226,2020-04-13,2020-04-13,16565,24956
3227,2020-04-13,2020-04-13,7062,18339
3228,2020-04-13,2020-04-13,13363,43277
3229,2020-04-13,2020-04-13,28404,39989
3230,2020-04-13,2020-04-13,18174,42469
3231,2020-04-13,2020-04-13,30240,1617
3232,2020-04-13,2020-04-13,10925,17167
3233,2020-04-13,2020-04-13,24456,17148
3234,2020-04-13,2020-04-13,7066,12649
3235,2020-04-13,2020-04-13,7131,38988
3236,2020-04-13,2020-04-13,17958,8494
3237,2020-04-13,2020-04-13,12486,41342
3238,2020-04-13,2020-04-13,16161,34216
3239,2020-04-13,2020-04-13,16260,788
3240,2020-04-13,2020-04-13,7009,40487
3241,2020-04-13,2020-04-13,12844,44305
3242,2020-04-13,2020-04-13,22406,6604
3243,2020-04-13,2020-04-13,20782,47048
3244,2020-04-13,2020-04-13,6178,43181
3245,2020-04-13,2020-04-13,23510,6091
3246,2020-04-13,2020-04-13,10603,33813
3247,2020-04-13,2020-04-13,30405,22167
3248,2020-04-13,2020-04-13,26286,24180
3249,2020-04-13,2020-04-13,9949,15627
3250,2020-04-13,2020-04-13,25041,34993
3251,2020-04-13,2020-04-13,18569,25141
3252,2020-04-13,2020-04-13,22575,18843
3253,2020-04-13,2020-04-13,12234,34422
3254,2020-04-13,2020-04-13,5127,1331
3255,2020-04-13,2020-04-13,2891,14183
3256,2020-04-13,2020-04-13,4506,29807
3257,2020-04-13,2020-04-13,11882,37367
3258,2020-04-13,2020-04-13,10456,2393
3259,2020-04-13,2020-04-13,26052,9130
3260,2020-04-13,2020-04-13,22286,807
3261,2020-04-13,2020-04-13,9878,40365
3262,2020-04-13,2020-04-13,16415,3843
3263,2020-04-13,2020-04-13,3074,24579
3264,2020-04-13,2020-04-13,11920,41121
3265,2020-04-13,2020-04-13,30322,51408
3266,2020-04-13,2020-04-13,26253,6775
3267,2020-04-13,2020-04-13,6015,40331
3268,2020-04-13,2020-04-13,16306,263
3269,2020-04-13,2020-04-13,19913,21137
3270,2020-04-13,2020-04-13,12307,7404
3271,2020-04-13,2020-04-13,3418,7233
3272,2020-04-13,2020-04-13,25614,7838
3273,2020-04-13,2020-04-13,15705,43062
3274,2020-04-13,2020-04-13,9810,10505
3275,2020-04-13,2020-04-13,20236,18659
3276,2020-04-13,2020-04-13,10013,42327
3277,2020-04-13,2020-04-13,15226,31091
3278,2020-04-13,2020-04-13,20770,3325
3279,2020-04-13,2020-04-13,20814,15947
3280,2020-04-13,2020-04-13,30991,13580
3281,2020-04-13,2020-04-13,9625,39988
3282,2020-04-13,2020-04-13,29311,35864
3283,2020-04-13,2020-04-13,2895,34168
3284,2020-04-13,2020-04-13,21278,16073
3285,2020-04-13,2020-04-13,27036,28705
3286,2020-04-13,2020-04-13,9840,21755
3287,2020-04-13,2020-04-13,18313,40916
3288,2020-04-13,2020-04-13,4521,3831
3289,2020-04-13,2020-04-13,645,33738
3290,2020-04-13,2020-04-13,23033,27221
3291,2020-04-13,2020-04-13,16510,17959
3292,2020-04-13,2020-04-13,3893,49407
3293,2020-04-13,2020-04-13,18871,32960
3294,2020-04-13,2020-04-13,14306,6500
3295,2020-04-13,2020-04-13,2480,42167
3296,2020-04-13,2020-04-13,13962,50684
3297,2020-04-13,2020-04-13,17608,42226
3298,2020-04-13,2020-04-13,20005,41392
3299,2020-04-13,2020-04-13,23695,4122
3300,2020-04-13,2020-04-13,1792,15445
3301,2020-04-13,2020-04-13,29460,24755
3302,2020-04-13,2020-04-13,17368,9588
3303,2020-04-13,2020-04-13,28910,34313
3304,2020-04-13,2020-04-13,24903,25859
3305,2020-04-13,2020-04-13,4722,2346
3306,2020-04-13,2020-04-13,6152,11220
3307,2020-04-13,2020-04-13,32000,8043
3308,2020-04-13,2020-04-13,25124,1090
3309,2020-04-13,2020-04-13,17336,10771
3310,2020-04-13,2020-04-13,29004,7118
3311,2020-04-13,2020-04-13,23288,6788
3312,2020-04-13,2020-04-13,10292,8973
3313,2020-04-13,2020-04-13,24983,49257
3314,2020-04-13,2020-04-13,23451,12320
3315,2020-04-13,2020-04-13,16788,36627
3316,2020-04-13,2020-04-13,7055,37418
3317,2020-04-13,2020-04-13,9722,36378
3318,2020-04-13,2020-04-13,15077,13090
3319,2020-04-13,2020-04-13,15839,43342
3320,2020-04-13,2020-04-13,7449,3364
3321,2020-04-13,2020-04-13,26766,50168
3322,2020-04-13,2020-04-13,26811,35775
3323,2020-04-13,2020-04-13,16895,796
3324,2020-04-13,2020-04-13,29902,18219
3325,2020-04-13,2020-04-13,27434,8121
3326,2020-04-13,2020-04-13,13852,21128
3327,2020-04-13,2020-04-13,12831,37423
3328,2020-04-13,2020-04-13,18381,2212
3329,2020-04-13,2020-04-13,26067,46515
3330,2020-04-13,2020-04-13,20755,11343
3331,2020-04-13,2020-04-13,24633,22995
3332,2020-04-13,2020-04-13,3709,48429
3333,2020-04-13,2020-04-13,23155,21834
3334,2020-04-13,2020-04-13,4844,12827
3335,2020-04-13,2020-04-13,29102,45092
3336,2020-04-13,2020-04-13,2265,13855
3337,2020-04-13,2020-04-13,12249,49642
3338,2020-04-13,2020-04-13,24076,33924
3339,2020-04-13,2020-04-13,4620,21190
3340,2020-04-13,2020-04-13,3668,37338
3341,2020-04-13,2020-04-13,6245,45540
3342,2020-04-13,2020-04-13,13679,34593
3343,2020-04-13,2020-04-13,8191,31636
3344,2020-04-13,2020-04-13,23114,29076
3345,2020-04-13,2020-04-13,26242,7526
3346,2020-04-13,2020-04-13,13389,12149
3347,2020-04-13,2020-04-13,31068,42022
3348,2020-04-13,2020-04-13,23735,9990
3349,2020-04-13,2020-04-13,13456,20635
3350,2020-04-13,2020-04-13,9478,11583
3351,2020-04-13,2020-04-13,2345,47971
3352,2020-04-13,2020-04-13,10997,6834
3353,2020-04-13,2020-04-13,13625,48894
3354,2020-04-13,2020-04-13,9075,45333
3355,2020-04-13,2020-04-13,9701,42572
3356,2020-04-13,2020-04-13,27409,24719
3357,2020-04-13,2020-04-13,30106,1240
3358,2020-04-13,2020-04-13,17584,17521
3359,2020-04-13,2020-04-13,1369,36660
3360,2020-04-13,2020-04-13,24106,5700
3361,2020-04-13,2020-04-13,22699,20686
3362,2020-04-13,2020-04-13,21001,8419
3363,2020-04-13,2020-04-13,30597,4318
3364,2020-04-13,2020-04-13,18676,40702
3365,2020-04-13,2020-04-13,20645,47675
3366,2020-04-13,2020-04-13,9866,34732
3367,2020-04-13,2020-04-13,15805,9754
3368,2020-04-13,2020-04-13,5184,40761
3369,2020-04-13,2020-04-13,2709,16779
3370,2020-04-13,2020-04-13,3586,39542
3371,2020-04-13,2020-04-13,8632,43435
3372,2020-04-13,2020-04-13,18792,8193
3373,2020-04-13,2020-04-13,25869,12326
3374,2020-04-13,2020-04-13,18053,49989
3375,2020-04-13,2020-04-13,14188,46461
3376,2020-04-13,2020-04-13,22745,37737
3377,2020-04-13,2020-04-13,22744,34467
3378,2020-04-13,2020-04-13,13151,33585
3379,2020-04-13,2020-04-13,2083,18984
3380,2020-04-13,2020-04-13,26907,43784
3381,2020-04-13,2020-04-13,16087,39220
3382,2020-04-13,2020-04-13,2096,20756
3383,2020-04-13,2020-04-13,20089,46918
3384,2020-04-13,2020-04-13,26905,16231
3385,2020-04-13,2020-04-13,27653,38792
3386,2020-04-13,2020-04-13,24208,14282
3387,2020-04-13,2020-04-13,8044,43577
3388,2020-04-13,2020-04-13,14325,3372
3389,2020-04-13,2020-04-13,7634,46438
3390,2020-04-13,2020-04-13,4138,37250
3391,2020-04-13,2020-04-13,2000,26638
3392,2020-04-13,2020-04-13,2372,48425
3393,2020-04-13,2020-04-13,21952,6414
3394,2020-04-13,2020-04-13,26322,7431
3395,2020-04-13,2020-04-13,25239,1707
3396,2020-04-13,2020-04-13,28621,49628
3397,2020-04-13,2020-04-13,14342,47629
3398,2020-04-13,2020-04-13,22041,16347
3399,2020-04-13,2020-04-13,8897,13487
3400,2020-04-13,2020-04-13,11936,29320
3401,2020-04-13,2020-04-13,27784,13095
3402,2020-04-13,2020-04-13,18682,39858
3403,2020-04-13,2020-04-13,15779,27943
3404,2020-04-13,2020-04-13,8796,24065
3405,2020-04-13,2020-04-13,29392,27259
3406,2020-04-13,2020-04-13,12310,25758
3407,2020-04-13,2020-04-13,1351,34354
3408,2020-04-13,2020-04-13,31817,3173
3409,2020-04-13,2020-04-13,21270,26846
3410,2020-04-13,2020-04-13,21399,16661
3411,2020-04-13,2020-04-13,26051,14142
3412,2020-04-13,2020-04-13,15296,18323
3413,2020-04-13,2020-04-13,14022,31846
3414,2020-04-13,2020-04-13,9317,21867
3415,2020-04-13,2020-04-13,26593,20268
3416,2020-04-13,2020-04-13,28141,36927
3417,2020-04-13,2020-04-13,26774,7202
3418,2020-04-13,2020-04-13,27236,46184
3419,2020-04-13,2020-04-13,3726,6963
3420,2020-04-13,2020-04-13,3066,19574
3421,2020-04-13,2020-04-13,2818,50529
3422,2020-04-13,2020-04-13,17740,26724
3423,2020-04-13,2020-04-13,22419,32914
3424,2020-04-13,2020-04-13,31288,46270
3425,2020-04-13,2020-04-13,18454,31570
3426,2020-04-13,2020-04-13,19967,39336
3427,2020-04-13,2020-04-13,22827,49352
3428,2020-04-13,2020-04-13,14941,47149
3429,2020-04-13,2020-04-13,22927,6554
3430,2020-04-13,2020-04-13,19909,13680
3431,2020-04-13,2020-04-13,31586,29943
3432,2020-04-13,2020-04-13,21965,7761
3433,2020-04-13,2020-04-13,16819,9649
3434,2020-04-13,2020-04-13,4841,51190
3435,2020-04-13,2020-04-13,22422,23365
3436,2020-04-13,2020-04-13,11220,34436
3437,2020-04-13,2020-04-13,522,22888
3438,2020-04-13,2020-04-13,212,26793
3439,2020-04-13,2020-04-13,10510,22882
3440,2020-04-13,2020-04-13,9468,18837
3441,2020-04-13,2020-04-13,26994,29092
3442,2020-04-13,2020-04-13,26648,4973
3443,2020-04-13,2020-04-13,10410,11766
3444,2020-04-13,2020-04-13,10705,5105
3445,2020-04-13,2020-04-13,20198,27246
3446,2020-04-13,2020-04-13,5542,23040
3447,2020-04-13,2020-04-13,6287,39311
3448,2020-04-13,2020-04-13,19488,45019
3449,2020-04-13,2020-04-13,21509,6907
3450,2020-04-13,2020-04-13,8435,31980
3451,2020-04-13,2020-04-13,17403,13425
3452,2020-04-13,2020-04-13,14465,1705
3453,2020-04-13,2020-04-13,14248,11955
3454,2020-04-13,2020-04-13,18429,39466
3455,2020-04-13,2020-04-13,10133,9999
3456,2020-04-13,2020-04-13,30831,5027
3457,2020-04-13,2020-04-13,26148,29500
3458,2020-04-13,2020-04-13,30649,41112
3459,2020-04-13,2020-04-13,2751,20376
3460,2020-04-13,2020-04-13,24354,51237
3461,2020-04-13,2020-04-13,32060,18898
3462,2020-04-13,2020-04-13,24893,22481
3463,2020-04-13,2020-04-13,18784,37286
3464,2020-04-13,2020-04-13,6321,44290
3465,2020-04-13,2020-04-13,26631,30420
3466,2020-04-13,2020-04-13,3612,12104
3467,2020-04-13,2020-04-13,3477,17757
3468,2020-04-13,2020-04-13,31285,9497
3469,2020-04-13,2020-04-13,16132,3829
3470,2020-04-13,2020-04-13,35,36487
3471,2020-04-13,2020-04-13,20345,28646
3472,2020-04-13,2020-04-13,21488,7148
3473,2020-04-13,2020-04-13,17483,13388
3474,2020-04-13,2020-04-13,16381,14328
3475,2020-04-13,2020-04-13,12074,3166
3476,2020-04-13,2020-04-13,25895,1628
3477,2020-04-13,2020-04-13,4789,8772
3478,2020-04-13,2020-04-13,19041,40064
3479,2020-04-13,2020-04-13,26360,30883
3480,2020-04-13,2020-04-13,24126,42564
3481,2020-04-13,2020-04-13,6405,16304
3482,2020-04-13,2020-04-13,20773,29747
3483,2020-04-13,2020-04-13,18651,4760
3484,2020-04-13,2020-04-13,6677,21630
3485,2020-04-13,2020-04-13,29712,37063
3486,2020-04-13,2020-04-13,17699,24884
3487,2020-04-13,2020-04-13,11949,47757
3488,2020-04-13,2020-04-13,6585,26265
3489,2020-04-13,2020-04-13,16244,39892
3490,2020-04-13,2020-04-13,18007,19280
3491,2020-04-13,2020-04-13,26197,29791
3492,2020-04-13,2020-04-13,12366,44739
3493,2020-04-13,2020-04-13,3638,34802
3494,2020-04-13,2020-04-13,18110,22787
3495,2020-04-13,2020-04-13,12340,39750
3496,2020-04-13,2020-04-13,14248,7044
3497,2020-04-13,2020-04-13,3385,21433
3498,2020-04-13,2020-04-13,8321,6506
3499,2020-04-13,2020-04-13,3337,16170
3500,2020-04-13,2020-04-13,3394,12171
3501,2020-04-13,2020-04-13,25869,20993
3502,2020-04-13,2020-04-13,25686,28181
3503,2020-04-13,2020-04-13,8924,25991
3504,2020-04-13,2020-04-13,13031,22031
3505,2020-04-13,2020-04-13,11542,31911
3506,2020-04-13,2020-04-13,9726,46288
3507,2020-04-13,2020-04-13,464,37989
3508,2020-04-13,2020-04-13,12960,2353
3509,2020-04-13,2020-04-13,24140,27072
3510,2020-04-13,2020-04-13,18831,46703
3511,2020-04-13,2020-04-13,2278,13973
3512,2020-04-13,2020-04-13,2954,32447
3513,2020-04-13,2020-04-13,12043,31936
3514,2020-04-13,2020-04-13,6454,5322
3515,2020-04-13,2020-04-13,7826,9861
3516,2020-04-13,2020-04-13,9777,46090
3517,2020-04-13,2020-04-13,30720,6786
3518,2020-04-13,2020-04-13,301,563
3519,2020-04-13,2020-04-13,15930,35911
3520,2020-04-13,2020-04-13,25406,31411
3521,2020-04-13,2020-04-13,29810,33932
3522,2020-04-13,2020-04-13,1759,25122
3523,2020-04-13,2020-04-13,24315,31752
3524,2020-04-13,2020-04-13,2111,4376
3525,2020-04-13,2020-04-13,4178,34944
3526,2020-04-13,2020-04-13,29556,29730
3527,2020-04-13,2020-04-13,15755,24638
3528,2020-04-13,2020-04-13,26782,48371
3529,2020-04-13,2020-04-13,13192,551
3530,2020-04-13,2020-04-13,14290,23068
3531,2020-04-13,2020-04-13,32165,33515
3532,2020-04-13,2020-04-13,7676,23875
3533,2020-04-13,2020-04-13,10435,50541
3534,2020-04-13,2020-04-13,3557,18480
3535,2020-04-13,2020-04-13,9712,44585
3536,2020-04-13,2020-04-13,25908,48604
3537,2020-04-13,2020-04-13,28127,35845
3538,2020-04-13,2020-04-13,484,39529
3539,2020-04-13,2020-04-13,14826,40418
3540,2020-04-13,2020-04-13,29144,48979
3541,2020-04-13,2020-04-13,18235,25635
3542,2020-04-13,2020-04-13,16469,16242
3543,2020-04-13,2020-04-13,24831,13065
3544,2020-04-13,2020-04-13,19787,14871
3545,2020-04-13,2020-04-13,13946,5781
3546,2020-04-13,2020-04-13,24281,15570
3547,2020-04-13,2020-04-13,15310,7636
3548,2020-04-13,2020-04-13,31614,42376
3549,2020-04-13,2020-04-13,18216,45307
3550,2020-04-13,2020-04-13,23336,10630
3551,2020-04-13,2020-04-13,25579,109
3552,2020-04-13,2020-04-13,2858,43741
3553,2020-04-13,2020-04-13,6762,31826
3554,2020-04-13,2020-04-13,30575,34311
3555,2020-04-13,2020-04-13,4118,38308
3556,2020-04-13,2020-04-13,21350,36158
3557,2020-04-13,2020-04-13,7312,4399
3558,2020-04-13,2020-04-13,2154,3814
3559,2020-04-13,2020-04-13,13503,46607
3560,2020-04-13,2020-04-13,15676,45667
3561,2020-04-13,2020-04-13,29492,22728
3562,2020-04-13,2020-04-13,16635,10851
3563,2020-04-13,2020-04-13,3248,11418
3564,2020-04-13,2020-04-13,12398,6079
3565,2020-04-13,2020-04-13,14060,29645
3566,2020-04-13,2020-04-13,9540,10545
3567,2020-04-13,2020-04-13,32185,35582
3568,2020-04-13,2020-04-13,30142,21469
3569,2020-04-13,2020-04-13,6769,21688
3570,2020-04-13,2020-04-13,24549,48546
3571,2020-04-13,2020-04-13,13470,15890
3572,2020-04-13,2020-04-13,18864,27678
3573,2020-04-13,2020-04-13,11614,49323
3574,2020-04-13,2020-04-13,32159,24420
3575,2020-04-13,2020-04-13,13768,46218
3576,2020-04-13,2020-04-13,2034,45791
3577,2020-04-13,2020-04-13,15327,35825
3578,2020-04-13,2020-04-13,28762,47040
3579,2020-04-13,2020-04-13,5729,26168
3580,2020-04-13,2020-04-13,2215,7569
3581,2020-04-13,2020-04-13,8781,20617
3582,2020-04-13,2020-04-13,14422,25805
3583,2020-04-13,2020-04-13,4924,39910
3584,2020-04-13,2020-04-13,24687,43087
3585,2020-04-13,2020-04-13,3442,34534
3586,2020-04-13,2020-04-13,3749,44158
3587,2020-04-13,2020-04-13,31674,17690
3588,2020-04-13,2020-04-13,31567,15035
3589,2020-04-13,2020-04-13,23966,35221
3590,2020-04-13,2020-04-13,13231,8570
3591,2020-04-13,2020-04-13,10623,5336
3592,2020-04-13,2020-04-13,31897,40935
3593,2020-04-13,2020-04-13,16293,23195
3594,2020-04-13,2020-04-13,21726,4956
3595,2020-04-13,2020-04-13,2465,39825
3596,2020-04-13,2020-04-13,13974,20183
3597,2020-04-13,2020-04-13,11417,23650
3598,2020-04-13,2020-04-13,27846,5234
3599,2020-04-13,2020-04-13,26931,38232
3600,2020-04-13,2020-04-13,273,28715
3601,2020-04-13,2020-04-13,27326,18004
3602,2020-04-13,2020-04-13,10315,11464
3603,2020-04-13,2020-04-13,3258,1572
3604,2020-04-13,2020-04-13,13842,38901
3605,2020-04-13,2020-04-13,13517,32948
3606,2020-04-13,2020-04-13,9624,44879
3607,2020-04-13,2020-04-13,14133,16778
3608,2020-04-13,2020-04-13,5323,33134
3609,2020-04-13,2020-04-13,24959,33211
3610,2020-04-13,2020-04-13,2361,41538
3611,2020-04-13,2020-04-13,922,11654
3612,2020-04-13,2020-04-13,4126,18908
3613,2020-04-13,2020-04-13,31394,6238
3614,2020-04-13,2020-04-13,3973,50203
3615,2020-04-13,2020-04-13,13385,23891
3616,2020-04-13,2020-04-13,5771,42472
3617,2020-04-13,2020-04-13,20404,39806
3618,2020-04-13,2020-04-13,28825,48338
3619,2020-04-13,2020-04-13,1709,25180
3620,2020-04-13,2020-04-13,13115,50445
3621,2020-04-13,2020-04-13,23108,10198
3622,2020-04-13,2020-04-13,16713,33307
3623,2020-04-13,2020-04-13,30740,3922
3624,2020-04-13,2020-04-13,20224,20286
3625,2020-04-13,2020-04-13,12295,47021
3626,2020-04-13,2020-04-13,15011,47256
3627,2020-04-13,2020-04-13,13308,45195
3628,2020-04-13,2020-04-13,12247,4421
3629,2020-04-13,2020-04-13,17784,42109
3630,2020-04-13,2020-04-13,20031,51332
3631,2020-04-13,2020-04-13,16573,45597
3632,2020-04-13,2020-04-13,14635,11061
3633,2020-04-13,2020-04-13,28536,8508
3634,2020-04-13,2020-04-13,11464,37856
3635,2020-04-13,2020-04-13,16695,28295
3636,2020-04-13,2020-04-13,19946,10839
3637,2020-04-13,2020-04-13,3057,47016
3638,2020-04-13,2020-04-13,21213,6329
3639,2020-04-13,2020-04-13,27513,32134
3640,2020-04-13,2020-04-13,19223,50408
3641,2020-04-13,2020-04-13,22361,8564
3642,2020-04-13,2020-04-13,3717,48136
3643,2020-04-13,2020-04-13,27503,40107
3644,2020-04-13,2020-04-13,1952,35373
3645,2020-04-13,2020-04-13,22132,11353
3646,2020-04-13,2020-04-13,13727,37135
3647,2020-04-13,2020-04-13,2239,20724
3648,2020-04-13,2020-04-13,8076,12752
3649,2020-04-13,2020-04-13,27255,16750
3650,2020-04-13,2020-04-13,12869,44483
3651,2020-04-13,2020-04-13,15627,3441
3652,2020-04-13,2020-04-13,10847,26101
3653,2020-04-13,2020-04-13,29233,40332
3654,2020-04-13,2020-04-13,16475,40901
3655,2020-04-13,2020-04-13,15081,406
3656,2020-04-13,2020-04-13,2876,13101
3657,2020-04-13,2020-04-13,2395,49556
3658,2020-04-13,2020-04-13,232,27112
3659,2020-04-13,2020-04-13,21172,35860
3660,2020-04-13,2020-04-13,13256,3934
3661,2020-04-13,2020-04-13,11285,47474
3662,2020-04-13,2020-04-13,19734,36546
3663,2020-04-13,2020-04-13,17459,31370
3664,2020-04-13,2020-04-13,19373,11406
3665,2020-04-13,2020-04-13,13591,27354
3666,2020-04-13,2020-04-13,3048,30479
3667,2020-04-13,2020-04-13,21692,44438
3668,2020-04-13,2020-04-13,22564,13475
3669,2020-04-13,2020-04-13,5035,13039
3670,2020-04-13,2020-04-13,10856,31089
3671,2020-04-13,2020-04-13,3085,45037
3672,2020-04-13,2020-04-13,6545,95
3673,2020-04-13,2020-04-13,24247,9651
3674,2020-04-13,2020-04-13,1848,2308
3675,2020-04-13,2020-04-13,7538,25723
3676,2020-04-13,2020-04-13,16943,30961
3677,2020-04-13,2020-04-13,24449,4943
3678,2020-04-13,2020-04-13,15715,6724
3679,2020-04-13,2020-04-13,11559,37686
3680,2020-04-13,2020-04-13,10228,12541
3681,2020-04-13,2020-04-13,8830,15944
3682,2020-04-13,2020-04-13,19808,17778
3683,2020-04-13,2020-04-13,1247,9791
3684,2020-04-13,2020-04-13,22525,22357
3685,2020-04-13,2020-04-13,25241,2317
3686,2020-04-13,2020-04-13,7905,33330
3687,2020-04-13,2020-04-13,4086,1617
3688,2020-04-13,2020-04-13,13037,22182
3689,2020-04-13,2020-04-13,21705,49752
3690,2020-04-13,2020-04-13,29102,7312
3691,2020-04-13,2020-04-13,8229,47777
3692,2020-04-13,2020-04-13,24627,8700
3693,2020-04-13,2020-04-13,2847,40320
3694,2020-04-13,2020-04-13,2657,15169
3695,2020-04-13,2020-04-13,7331,36992
3696,2020-04-13,2020-04-13,636,15108
3697,2020-04-13,2020-04-13,11186,17594
3698,2020-04-13,2020-04-13,22354,43811
3699,2020-04-13,2020-04-13,31324,4036
3700,2020-04-13,2020-04-13,28422,14939
3701,2020-04-13,2020-04-13,11725,41330
3702,2020-04-13,2020-04-13,18378,15945
3703,2020-04-13,2020-04-13,12995,38139
3704,2020-04-13,2020-04-13,17118,40001
3705,2020-04-13,2020-04-13,20256,29573
3706,2020-04-13,2020-04-13,30432,45503
3707,2020-04-13,2020-04-13,11252,5491
3708,2020-04-13,2020-04-13,28223,21341
3709,2020-04-13,2020-04-13,9802,36777
3710,2020-04-13,2020-04-13,26095,6549
3711,2020-04-13,2020-04-13,28344,50747
3712,2020-04-13,2020-04-13,23418,14767
3713,2020-04-13,2020-04-13,18440,17930
3714,2020-04-13,2020-04-13,14519,9141
3715,2020-04-13,2020-04-13,9680,34567
3716,2020-04-13,2020-04-13,7921,14933
3717,2020-04-13,2020-04-13,16468,13828
3718,2020-04-13,2020-04-13,7461,8068
3719,2020-04-13,2020-04-13,2675,18807
3720,2020-04-13,2020-04-13,21574,29957
3721,2020-04-13,2020-04-13,15249,15152
3722,2020-04-13,2020-04-13,30812,44855
3723,2020-04-13,2020-04-13,11216,22458
3724,2020-04-13,2020-04-13,4637,1648
3725,2020-04-13,2020-04-13,13388,15401
3726,2020-04-13,2020-04-13,5691,6637
3727,2020-04-13,2020-04-13,3592,39765
3728,2020-04-13,2020-04-13,12685,14726
3729,2020-04-13,2020-04-13,10086,38332
3730,2020-04-13,2020-04-13,18224,1693
3731,2020-04-13,2020-04-13,13263,49992
3732,2020-04-13,2020-04-13,10151,24467
3733,2020-04-13,2020-04-13,2647,12532
3734,2020-04-13,2020-04-13,7682,39406
3735,2020-04-13,2020-04-13,13463,3207
3736,2020-04-13,2020-04-13,14611,12777
3737,2020-04-13,2020-04-13,3323,19902
3738,2020-04-13,2020-04-13,32104,48474
3739,2020-04-13,2020-04-13,26918,33426
3740,2020-04-13,2020-04-13,31721,39004
3741,2020-04-13,2020-04-13,6088,30507
3742,2020-04-13,2020-04-13,31560,20533
3743,2020-04-13,2020-04-13,7669,26003
3744,2020-04-13,2020-04-13,23794,2853
3745,2020-04-13,2020-04-13,23182,19618
3746,2020-04-13,2020-04-13,18181,18565
3747,2020-04-13,2020-04-13,13445,5622
3748,2020-04-13,2020-04-13,28266,34007
3749,2020-04-13,2020-04-13,15068,47199
3750,2020-04-13,2020-04-13,17011,13837
3751,2020-04-13,2020-04-13,2201,50158
3752,2020-04-13,2020-04-13,25642,43562
3753,2020-04-13,2020-04-13,29173,5219
3754,2020-04-13,2020-04-13,8529,522
3755,2020-04-13,2020-04-13,11721,7302
3756,2020-04-13,2020-04-13,18515,43082
3757,2020-04-13,2020-04-13,15026,43459
3758,2020-04-13,2020-04-13,5215,29196
3759,2020-04-13,2020-04-13,22626,34853
3760,2020-04-13,2020-04-13,15255,31147
3761,2020-04-13,2020-04-13,10051,13425
3762,2020-04-13,2020-04-13,21276,4663
3763,2020-04-13,2020-04-13,19310,20534
3764,2020-04-13,2020-04-13,21365,33779
3765,2020-04-13,2020-04-13,5950,8211
3766,2020-04-13,2020-04-13,10137,1926
3767,2020-04-13,2020-04-13,13117,12989
3768,2020-04-13,2020-04-13,11532,10155
3769,2020-04-13,2020-04-13,2525,4980
3770,2020-04-13,2020-04-13,448,27968
3771,2020-04-13,2020-04-13,30955,1381
3772,2020-04-13,2020-04-13,6370,12922
3773,2020-04-13,2020-04-13,18866,18009
3774,2020-04-13,2020-04-13,20198,30408
3775,2020-04-13,2020-04-13,706,4668
3776,2020-04-13,2020-04-13,24481,31319
3777,2020-04-13,2020-04-13,15599,39109
3778,2020-04-13,2020-04-13,2131,44534
3779,2020-04-13,2020-04-13,21592,23599
3780,2020-04-13,2020-04-13,24229,18772
